open,high,low,close,volume,weekday,month,holiday,close_change,volume_change,price_gap,is_closed_by_high,is_closed_by_low,dj_headline_neu,dj_headline_compound,dj_headline_neg,dj_headline_pos,nytimes_headline_neu,nytimes_headline_compound,nytimes_headline_neg,nytimes_headline_pos,wsj_headline_neu,wsj_headline_compound,wsj_headline_neg,wsj_headline_pos,dj_abstract_neu,dj_abstract_compound,dj_abstract_neg,dj_abstract_pos,nytimes_abstract_neu,nytimes_abstract_compound,nytimes_abstract_neg,nytimes_abstract_pos,wsj_abstract_neu,wsj_abstract_compound,wsj_abstract_neg,wsj_abstract_pos
30.399999618530273,30.428571701049805,29.77857208251953,30.015714645385742,115557400.0,1,1,0,-0.26714324951171875,3654700.0,0.6499996185302734,0,1,8.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29.88428497314453,29.96714210510254,29.488571166992188,29.674285888671875,148614900.0,2,1,0,-0.3414287567138672,33057500.0,0.47857093811035156,1,1,10.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,27.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
29.695714950561523,30.132856369018555,29.157142639160156,30.092857360839844,151473000.0,3,1,0,0.41857147216796875,2858100.0,0.9757137298583984,1,0,9.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
30.015714645385742,30.06571388244629,29.860000610351562,29.91857147216797,108223500.0,4,1,0,-0.174285888671875,-43249500.0,0.20571327209472656,1,1,12.0,1.0,0.0,0.0,31.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,33.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
30.132856369018555,30.22857093811035,29.40999984741211,29.41857147216797,148516900.0,5,1,0,-0.5,40293400.0,0.8185710906982422,0,1,14.0,0.0,0.0,0.0,31.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,33.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
30.132856369018555,30.22857093811035,29.40999984741211,29.41857147216797,148516900.0,6,1,0,0.0,0.0,0.8185710906982422,0,1,1.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
30.132856369018555,30.22857093811035,29.40999984741211,29.41857147216797,148516900.0,7,1,0,0.0,0.0,0.8185710906982422,0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.132856369018555,30.22857093811035,29.40999984741211,29.41857147216797,148516900.0,1,1,1,0.0,0.0,0.8185710906982422,0,1,1.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29.761428833007812,30.74142837524414,29.605714797973633,30.719999313354492,182501900.0,2,1,0,1.3014278411865234,33985000.0,1.1357135772705078,1,0,5.0,1.0,0.0,0.0,31.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
30.70142936706543,30.792856216430664,29.928571701049805,30.247142791748047,153038200.0,3,1,0,-0.4728565216064453,-29463700.0,0.8642845153808594,0,0,2.0,0.0,0.0,0.0,37.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
30.297142028808594,30.472856521606445,29.601428985595703,29.724285125732422,152038600.0,4,1,0,-0.522857666015625,-999600.0,0.8714275360107422,0,1,5.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
29.540000915527344,29.64285659790039,28.165714263916016,28.25,220441900.0,5,1,0,-1.4742851257324219,68403300.0,1.477142333984375,0,1,10.0,0.0,0.0,0.0,29.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
29.540000915527344,29.64285659790039,28.165714263916016,28.25,220441900.0,6,1,0,0.0,0.0,1.477142333984375,0,1,3.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
29.540000915527344,29.64285659790039,28.165714263916016,28.25,220441900.0,7,1,0,0.0,0.0,1.477142333984375,0,1,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.93000030517578,29.242856979370117,28.59857177734375,29.010000228881836,266424900.0,1,1,0,0.7600002288818359,45983000.0,0.6442852020263672,1,0,7.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29.421428680419922,30.530000686645508,28.940000534057617,29.420000076293945,466777500.0,2,1,0,0.4099998474121094,200352600.0,1.5900001525878906,0,0,8.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
29.549999237060547,30.082857131958008,28.50428581237793,29.6971435546875,430642100.0,3,1,0,0.2771434783935547,-36135400.0,1.5785713195800781,0,0,8.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
29.275714874267578,29.35714340209961,28.385713577270508,28.469999313354492,293375600.0,4,1,0,-1.2271442413330078,-137266500.0,0.9714298248291016,0,1,14.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,24.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
28.7257137298584,28.885713577270508,27.178571701049805,27.437143325805664,311488100.0,5,1,0,-1.0328559875488281,18112500.0,1.7071418762207031,0,1,12.0,0.0,0.0,0.0,33.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
28.7257137298584,28.885713577270508,27.178571701049805,27.437143325805664,311488100.0,6,1,0,0.0,0.0,1.7071418762207031,0,1,11.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
28.7257137298584,28.885713577270508,27.178571701049805,27.437143325805664,311488100.0,7,1,0,0.0,0.0,1.7071418762207031,0,1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.481428146362305,28.0,27.328571319580078,27.818571090698242,187469100.0,1,2,0,0.3814277648925781,-124019000.0,0.6714286804199219,1,0,3.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27.98714256286621,28.045713424682617,27.625713348388672,27.979999542236328,174585600.0,2,2,0,0.16142845153808594,-12883500.0,0.4200000762939453,1,0,8.0,0.0,0.0,0.0,26.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
27.881427764892578,28.600000381469727,27.7742862701416,28.461427688598633,153832000.0,3,2,0,0.4814281463623047,-20753600.0,0.825714111328125,1,0,10.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28.104286193847656,28.338571548461914,27.367143630981445,27.435714721679688,189413000.0,4,2,0,-1.0257129669189453,35581000.0,0.9714279174804688,0,1,12.0,0.0,0.0,0.0,30.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
27.518571853637695,28.0,27.264286041259766,27.9228572845459,212576700.0,5,2,0,0.48714256286621094,23163700.0,0.7357139587402344,1,0,9.0,0.0,0.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.518571853637695,28.0,27.264286041259766,27.9228572845459,212576700.0,6,2,0,0.0,0.0,0.7357139587402344,1,0,4.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
27.518571853637695,28.0,27.264286041259766,27.9228572845459,212576700.0,7,2,0,0.0,0.0,0.7357139587402344,1,0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.95571517944336,28.268571853637695,27.714284896850586,27.731428146362305,119567700.0,1,2,0,-0.19142913818359375,-93009000.0,0.5542869567871094,0,1,6.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.059999465942383,28.214284896850586,27.821428298950195,28.027143478393555,158221700.0,2,2,0,0.29571533203125,38654000.0,0.3928565979003906,1,1,15.0,0.0,1.0,0.0,32.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
27.984285354614258,28.08571434020996,27.751428604125977,27.874286651611328,92590400.0,3,2,0,-0.15285682678222656,-65631300.0,0.3342857360839844,1,1,7.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
27.84000015258789,28.535715103149414,27.722856521606445,28.381427764892578,137586400.0,4,2,0,0.50714111328125,44996000.0,0.8128585815429688,1,0,16.0,0.0,0.0,0.0,27.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
28.301427841186523,28.805713653564453,27.928571701049805,28.625713348388672,163867200.0,5,2,0,0.24428558349609375,26280800.0,0.8771419525146484,1,0,10.0,0.0,0.0,0.0,33.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0
28.301427841186523,28.805713653564453,27.928571701049805,28.625713348388672,163867200.0,6,2,0,0.0,0.0,0.8771419525146484,1,0,5.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28.301427841186523,28.805713653564453,27.928571701049805,28.625713348388672,163867200.0,7,2,0,0.0,0.0,0.8771419525146484,1,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.301427841186523,28.805713653564453,27.928571701049805,28.625713348388672,163867200.0,1,2,1,0.0,0.0,0.8771419525146484,1,0,8.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28.84857177734375,29.09857177734375,28.788572311401367,29.05714225769043,135934400.0,2,2,0,0.4314289093017578,-27932800.0,0.3099994659423828,1,1,7.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
29.170000076293945,29.187143325805664,28.694286346435547,28.935714721679688,109099200.0,3,2,0,-0.12142753601074219,-26835200.0,0.4928569793701172,1,1,15.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28.804285049438477,29.12714195251465,28.702857971191406,28.989999771118164,105706300.0,4,2,0,0.05428504943847656,-3392900.0,0.4242839813232422,1,0,11.0,0.0,0.0,0.0,33.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
28.837142944335938,29.02857208251953,28.729999542236328,28.809999465942383,103867400.0,5,2,0,-0.18000030517578125,-1838900.0,0.2985725402832031,1,1,13.0,0.0,0.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28.837142944335938,29.02857208251953,28.729999542236328,28.809999465942383,103867400.0,6,2,0,0.0,0.0,0.2985725402832031,1,1,2.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.837142944335938,29.02857208251953,28.729999542236328,28.809999465942383,103867400.0,7,2,0,0.0,0.0,0.2985725402832031,1,1,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28.90571403503418,28.928571701049805,28.45571517944336,28.631427764892578,97640900.0,1,2,0,-0.1785717010498047,-6226500.0,0.4728565216064453,0,1,6.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.571428298950195,28.761428833007812,27.95857048034668,28.15142822265625,143773700.0,2,2,0,-0.4799995422363281,46132800.0,0.8028583526611328,0,1,13.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
28.318571090698242,28.777143478393555,28.26285743713379,28.665714263916016,115141600.0,3,2,0,0.5142860412597656,-28632100.0,0.5142860412597656,1,0,10.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28.1971435546875,28.979999542236328,28.12714195251465,28.85714340209961,166281500.0,4,2,0,0.19142913818359375,51139900.0,0.8528575897216797,1,0,16.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.911428451538086,29.309999465942383,28.85714340209961,29.231428146362305,126865200.0,5,2,0,0.3742847442626953,-39416300.0,0.45285606384277344,1,0,15.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28.911428451538086,29.309999465942383,28.85714340209961,29.231428146362305,126865200.0,6,2,0,0.0,0.0,0.45285606384277344,1,0,9.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.911428451538086,29.309999465942383,28.85714340209961,29.231428146362305,126865200.0,7,2,0,0.0,0.0,0.45285606384277344,1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.39285659790039,29.928571701049805,29.350000381469727,29.855714797973633,137523400.0,1,3,0,0.6242866516113281,10658200.0,0.5785713195800781,1,0,7.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29.989999771118164,30.118572235107422,29.677143096923828,29.83571434020996,141636600.0,2,3,0,-0.020000457763671875,4113200.0,0.44142913818359375,1,1,13.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,27.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
29.84857177734375,29.981428146362305,29.70571517944336,29.904285430908203,93013200.0,3,3,0,0.06857109069824219,-48623400.0,0.2757129669189453,1,1,16.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
29.89714241027832,30.131427764892578,29.804285049438477,30.101428985595703,91510300.0,4,3,0,0.1971435546875,-1502900.0,0.32714271545410156,1,1,12.0,2.0,0.0,0.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.70571517944336,31.385713577270508,30.661428451538086,31.27857208251953,224905100.0,5,3,0,1.1771430969238281,133394800.0,0.7242851257324219,1,0,10.0,0.0,1.0,0.0,25.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
30.70571517944336,31.385713577270508,30.661428451538086,31.27857208251953,224905100.0,6,3,0,0.0,0.0,0.7242851257324219,1,0,5.0,0.0,0.0,0.0,12.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.70571517944336,31.385713577270508,30.661428451538086,31.27857208251953,224905100.0,7,3,0,0.0,0.0,0.7242851257324219,1,0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
31.43000030517578,31.441429138183594,31.178571701049805,31.297142028808594,107472400.0,1,3,0,0.0185699462890625,-117432700.0,0.26285743713378906,1,1,5.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
31.187143325805664,32.14285659790039,31.12714195251465,31.860000610351562,230064800.0,2,3,0,0.5628585815429688,122592400.0,1.0157146453857422,1,0,12.0,0.0,1.0,0.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
31.9757137298584,32.211429595947266,31.885713577270508,32.119998931884766,149054500.0,3,3,0,0.2599983215332031,-81010300.0,0.3257160186767578,1,1,13.0,0.0,1.0,0.0,24.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
31.98714256286621,32.21428680419922,31.902856826782227,32.21428680419922,101425100.0,4,3,0,0.09428787231445312,-47629400.0,0.3114299774169922,1,1,14.0,2.0,0.0,0.0,35.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
32.48143005371094,32.53285598754883,32.25,32.371429443359375,104080900.0,5,3,0,0.15714263916015625,2655800.0,0.2828559875488281,1,1,7.0,0.0,0.0,0.0,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
32.48143005371094,32.53285598754883,32.25,32.371429443359375,104080900.0,6,3,0,0.0,0.0,0.2828559875488281,1,1,6.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32.48143005371094,32.53285598754883,32.25,32.371429443359375,104080900.0,7,3,0,0.0,0.0,0.2828559875488281,1,1,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.1971435546875,32.21428680419922,31.464284896850586,31.977142333984375,123375700.0,1,3,0,-0.394287109375,19294800.0,0.7500019073486328,1,0,8.0,1.0,0.0,0.0,41.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
32.02571487426758,32.13999938964844,31.78714370727539,32.06428527832031,111727000.0,2,3,0,0.0871429443359375,-11648700.0,0.3528556823730469,1,1,17.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32.128570556640625,32.349998474121094,31.895713806152344,32.01714324951172,112739200.0,3,3,0,-0.04714202880859375,1012200.0,0.45428466796875,0,1,12.0,0.0,0.0,0.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
32.014286041259766,32.14285659790039,31.801427841186523,32.092857360839844,85527400.0,4,3,0,0.075714111328125,-27211800.0,0.3414287567138672,1,1,10.0,0.0,0.0,0.0,43.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32.112857818603516,32.17714309692383,31.604286193847656,31.75,139861400.0,5,3,0,-0.34285736083984375,54334000.0,0.5728569030761719,0,1,8.0,1.0,0.0,0.0,30.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32.112857818603516,32.17714309692383,31.604286193847656,31.75,139861400.0,6,3,0,0.0,0.0,0.5728569030761719,0,1,4.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
32.112857818603516,32.17714309692383,31.604286193847656,31.75,139861400.0,7,3,0,0.0,0.0,0.5728569030761719,0,1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
